;R	G	B	Name
0.7413	0.96863	0.51397	2
0.77635	0.94902	0.60367	2
0.68146	0.9098	0.45312	2
0.43137	0.28653	0.23757	1
0.41176	0.32049	0.25668	1
0.41569	0.30434	0.25373	1
0.41569	0.3002	0.25071	1
0.50588	0.21229	0.14806	1
0.5451	0.21714	0.14358	1
0.55686	0.22097	0.1545	1
0.5451	0.21371	0.14842	1
0.5098	0.18548	0.11653	1
0.5098	0.24801	0.18039	1
0.58431	0.41307	0.35238	1
0.47059	0.17037	0.10776	1
0.50196	0.16476	0.098673	1
0.48627	0.18138	0.11671	1
0.53725	0.30191	0.2348	1
0.85882	0.3671	0.81324	3
0.89412	0.37518	0.83862	3
0.86275	0.32141	0.73203	3
0.89412	0.3892	0.8526	3
0.93333	0.35869	0.78314	3
0.80784	0.35165	0.78748	3
0.34225	0.61176	0.46622	5
0.357	0.63922	0.49324	5
0.5049	0.84314	0.63979	5
0.45379	0.7451	0.56111	5
0.74118	0.34103	0.18167	1
0.78039	0.47496	0.21652	1
0.72549	0.4027	0.206	1
0.74118	0.35394	0.19449	1
0.66667	0.35104	0.1825	1
0.70196	0.40623	0.22879	1
0.6902	0.26979	0.14008	1
0.66667	0.33563	0.5531	3
0.53333	0.28235	0.44087	3
0.67451	0.3579	0.5731	3
0.6549	0.33936	0.54643	3
0.6902	0.32853	0.56462	3
0.56863	0.27903	0.46043	3
0.57647	0.31841	0.48589	3
0.43137	0.24714	0.36612	3
0.39608	0.21831	0.32497	3
0.42353	0.24272	0.35813	3
0.44706	0.25546	0.3802	3
0.43922	0.31373	0.39104	3
0.6	0.4	0.54559	3
0.52549	0.37844	0.49142	3
0.63277	0.49037	0.66275	3
0.54226	0.80392	0.34064	2
0.50173	0.79216	0.29539	2
0.48962	0.67059	0.2442	2
0.41321	0.57255	0.22201	2
0.46284	0.65098	0.23772	2
0.50969	0.67451	0.28211	2
0.50218	0.67843	0.23871	2
0.39574	0.51373	0.20488	2
0.53712	0.76078	0.31345	2
0.55456	0.81961	0.28951	2
0.54665	0.76863	0.27554	2
0.54699	0.81569	0.27829	2
0.75098	1	0.50196	2
0.72679	0.91373	0.53043	2
0.71124	0.85882	0.42741	2
0.74657	0.91373	0.49823	2
0.6373	0.77647	0.43848	2
0.74408	0.90588	0.47958	2
0.75477	0.91765	0.48624	2
0.75024	0.91373	0.49509	2
0.98823	1	0.98897	8
1	1	1	8
0.91714	0.98039	0.95931	8
0.50896	0.76863	0.24928	2
0.65017	0.92941	0.40457	2
1	0.90911	0.22745	4
1	0.88845	0.21912	4
1	0.89454	0.23922	4
1	0.88916	0.24706	4
1	0.93123	0.27843	4
1	0.89048	0.23922	4
0.69317	0.74118	0.1577	2
0.71945	0.76471	0.15294	2
0.67531	0.72353	0.16418	2
0.65581	0.70588	0.15512	2
0.70398	0.75686	0.16078	2
0.65533	0.70196	0.15866	2
0.66714	0.71765	0.1621	2
0.43922	0.091776	0.22207	3
0.36863	0.072031	0.16954	3
0.57647	0.15502	0.32924	3
0.59608	0.16543	0.34886	3
0.31373	0.062745	0.13119	3
0.30588	0.067974	0.13129	3
0.3098	0.066985	0.13321	3
0.37255	0.076305	0.17448	3
0.33333	0.08	0.15	3
0.32549	0.1105	0.17096	3
0.31373	0.084465	0.14587	3
0.32941	0.079752	0.15202	3
0.33725	0.084314	0.15685	3
0.32157	0.093941	0.15304	3
0.92451	0.88431	0.96471	8
0.93749	0.87889	0.99608	8
0.936	0.88377	0.98824	8
0.92922	0.82353	1	8
0.94139	0.88671	0.99608	8
0.92432	0.81318	0.99216	8
0.94118	0.88235	1	8
0.94139	0.88671	0.99608	8
0.95181	0.90754	0.99608	8
0.9327	0.78039	1	8
0.70476	0.92941	0.49204	2
0.7863	0.96863	0.60397	2
0.76737	0.95686	0.57787	2
0.75986	0.95686	0.56286	2
1	0.8685	0.25882	4
0.96471	0.84578	0.28218	4
0.98431	0.92656	0.33968	4
0.98039	0.84637	0.33833	4
0.98431	0.84977	0.32029	4
0.97647	0.1395	0.97245	3
0.91206	0.1217	0.94118	3
0.96471	0.12837	0.95846	3
0.88663	0.135	0.93725	3
0.85012	0.13618	0.99216	3
0.79156	0.11663	0.92941	3
0.85882	0.33146	0.20346	1
0.94902	0.36792	0.22539	1
0.98431	0.38483	0.24318	1
0.98039	0.40342	0.24606	1
0.97647	0.38293	0.23775	1
0.92549	0.36737	0.22502	1
0.95294	0.37278	0.22489	1
0.86134	0.39216	1	3
0.71684	0.31594	0.75294	3
0.63908	0.29704	0.67059	3
0.75108	0.33151	0.78431	3
0.80925	0.3556	0.84706	3
0.63217	0.30394	0.65882	3
0.84097	0.41053	0.88627	3
0.84368	0.39216	0.88627	3
0.87114	0.4005	0.91765	3
0.84252	0.3844	0.8902	3
0.82956	0.36065	0.86471	3
0.82754	0.36366	0.86667	3
0.076176	0.082353	0.07	7
0.076176	0.082353	0.07	7
0.076176	0.082353	0.07	7
0.076471	0.082353	0.070588	7
0.056702	0.070588	0.063645	7
0.036601	0.047059	0.044444	7
0.059694	0.07451	0.068954	7
0.053782	0.062745	0.061251	7
0.086275	0.06902	0.080965	7
0.07946	0.094118	0.081292	7
0.077311	0.090196	0.090196	7
0.099071	0.10372	0.11765	7
0.094118	0.094118	0.11176	7
0.094553	0.10149	0.1098	7
0.093947	0.10186	0.11373	7
0.67843	1	0.35686	2
0.77345	1	0.5469	2
0.71961	1	0.43922	2
0.71961	1	0.43922	2
0.69608	1	0.39216	2
0.69608	1	0.39216	2
0.69412	1	0.38824	2
0.71247	1	0.24093	2
0.70392	1	0.40784	2
0.7098	0.29955	0.15148	1
0.86275	0.33121	0.12626	1
0.13783	0.28361	0.36078	5
0.14577	0.36168	0.49804	5
0.16993	0.36917	0.5098	5
0.42353	0.086549	0.21292	3
0.53725	0.072142	0.24148	3
0.53725	0.07397	0.24206	3
0.55686	0.024211	0.21163	3
0.62353	0.036875	0.24807	3
0.67843	0.06827	0.2849	3
0.98431	0.44752	0.40531	6
0.88235	0.40231	0.3673	6
0.92157	0.40763	0.37092	6
0.96863	0.43345	0.39402	6
0.77647	0.38657	0.33108	6
0.84314	0.42684	0.36641	6
0.69804	0.34149	0.29916	6
0.86275	0.41537	0.35881	6
0.86667	0.41901	0.36174	6
0.76284	0.98824	0.3346	2
0.76147	0.96667	0.31464	2
0.83142	0.97255	0.3059	2
0.68737	0.98431	0.34354	2
0.6872	0.98431	0.35512	2
0.72201	0.9451	0.31874	2
0.76371	0.95686	0.3077	2
0.77529	0.98039	0.31142	2
0.6927	0.98431	0.38601	2
0.29412	0.46388	0.53333	5
0.28976	0.45681	0.52157	5
0.2819	0.44216	0.50588	5
0.28062	0.4416	0.50196	5
0.28091	0.44117	0.50196	5
0.27798	0.43516	0.49804	5
0.23337	0.39573	0.43137	5
0.22682	0.38253	0.41961	5
0.34602	0.49944	0.56078	5
0.32787	0.50116	0.55686	5
0.27027	0.42689	0.45882	5
0.28976	0.45674	0.52157	5
0.28758	0.45394	0.51765	5
0.94306	0.6549	0.99608	3
0.93137	0.075721	0.31319	3
0.96078	0.079749	0.3279	3
0.78431	0.1335	0.35517	3
0.84706	0.099654	0.33819	3
0.78039	0.1221	0.32712	3
0.8549	0.11203	0.36729	3
0.98039	0.078746	0.33306	3
0.94118	0.0812	0.32376	3
